prompt,gold_label,predicted,confidence,abstain,threshold
"borrow 45.3381 AVAX from compound on solana using WBTC as collateral — asap, safe mode",borrow_asset,borrow_asset,1.0000,False,0.7
harvest yield from aave on avalanche,claim_rewards,claim_rewards,1.0000,False,0.7
claim staking rewards on lido avalanche — high yield mode,claim_rewards,claim_rewards,1.0000,False,0.7
draw 11489 DAI from compound on solana using WBTC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
add liquidity: deposit 3408 USDC to uniswap (base),deposit_asset,deposit_asset,1.0000,False,0.7
undelegate 1387.925 AAVE on lido (solana),unstake_asset,unstake_asset,0.9815,False,0.7
delegate 658.641 ARB to yearn (base),stake_asset,stake_asset,0.9959,False,0.7
stake 8.2629 WETH on yearn (polygon),stake_asset,stake_asset,0.9885,False,0.7
reduce loan by 0.064184 WBTC on aave (optimism) — right away,repay_asset,repay_asset,0.8447,False,0.7
unlock 4808.5957 AAVE at balancer (arbitrum),unstake_asset,unstake_asset,1.0000,False,0.7
convert 1565.2176 LINK into ETH via uniswap on arbitrum,swap_asset,,0.6165,True,0.7
"claim staking rewards on pendle polygon — today, use normal gas",claim_rewards,claim_rewards,1.0000,False,0.7
market swap 33.2927 MATIC->OP using sushiswap on optimism,swap_asset,swap_asset,1.0000,False,0.7
take a loan of 5928 DAI via aave (solana) using OP as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"borrow 32.0728 SOL from compound on solana — now, normal mode",borrow_asset,borrow_asset,1.0000,False,0.7
deposit 10.971 ETH into aave on ethereum,deposit_asset,deposit_asset,1.0000,False,0.7
swap 0.115503 WBTC to DAI on curve avalanche,swap_asset,swap_asset,1.0000,False,0.7
remove 4735.6072 ARB from sushiswap,withdraw_asset,withdraw_asset,1.0000,False,0.7
unlock 3681 USDT at lido (polygon),unstake_asset,unstake_asset,0.9815,False,0.7
pay back 19013 USDT to compound on ethereum — high yield mode,repay_asset,repay_asset,1.0000,False,0.7
top up uniswap with 43.8246 WETH on avalanche — right away,deposit_asset,deposit_asset,0.7083,False,0.7
open debt: 1.323745 BTC on maker solana — immediately,borrow_asset,borrow_asset,1.0000,False,0.7
"borrow 27.8101 WETH from compound on base using USDC as collateral — right away, use fast gas",borrow_asset,borrow_asset,1.0000,False,0.7
claim rewards on sushiswap (avalanche) — this minute,claim_rewards,claim_rewards,1.0000,False,0.7
delegate 1.910237 BTC to pendle (base),stake_asset,stake_asset,0.9885,False,0.7
supply 11.8143 ETH to sushiswap,deposit_asset,deposit_asset,0.7241,False,0.7
lock 2927.7176 OP in balancer on solana — use fast gas,stake_asset,stake_asset,1.0000,False,0.7
draw 1918.2002 ARB from aave on avalanche,borrow_asset,,0.4167,True,0.7
pay back 3539.3298 AAVE to compound on polygon,repay_asset,repay_asset,1.0000,False,0.7
take a loan of 23.828 WETH via compound (ethereum) using WETH as collateral — normal mode,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw staked 8.2609 SOL from lido polygon — this minute,unstake_asset,unstake_asset,0.9734,False,0.7
cash out 0.527121 BTC from lido (polygon),withdraw_asset,withdraw_asset,1.0000,False,0.7
reduce loan by 4.2111 SOL on compound (optimism) — use normal gas,repay_asset,repay_asset,0.9003,False,0.7
"withdraw 8.8191 SOL from rocket pool on optimism — today, normal mode",withdraw_asset,,0.5371,True,0.7
"close debt: repay 45.3207 AVAX at maker optimism — right away, normal mode",repay_asset,repay_asset,0.8166,False,0.7
open debt: 3896.171 AAVE on aave arbitrum using LINK as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
undelegate 569.5536 AAVE on curve (optimism) — this minute,unstake_asset,unstake_asset,0.9792,False,0.7
unlock 1.047986 BTC at rocket pool (polygon),unstake_asset,unstake_asset,1.0000,False,0.7
put 1463 USDT into maker,deposit_asset,deposit_asset,1.0000,False,0.7
add liquidity: deposit 41.2743 SOL to rocket pool (optimism) — now,deposit_asset,deposit_asset,1.0000,False,0.7
harvest yield from balancer on polygon — high yield mode,claim_rewards,claim_rewards,1.0000,False,0.7
move 12.1608 AVAX into yearn on arbitrum — use fast gas,deposit_asset,deposit_asset,1.0000,False,0.7
supply 1625.0315 OP to rocket pool,deposit_asset,deposit_asset,1.0000,False,0.7
restake 25.4427 SOL with lido on arbitrum,stake_asset,stake_asset,0.9663,False,0.7
claim rewards on pendle (arbitrum),claim_rewards,claim_rewards,1.0000,False,0.7
"convert 1.6787 AVAX into WBTC via balancer on polygon — use fast gas, normal mode",swap_asset,swap_asset,1.0000,False,0.7
reduce loan by 45.4668 WETH on compound (avalanche),repay_asset,repay_asset,0.9188,False,0.7
convert 2.274563 WBTC into SOL via balancer on ethereum,swap_asset,swap_asset,0.9854,False,0.7
swap 39.8564 MATIC to WETH on sushiswap ethereum — use normal gas,swap_asset,swap_asset,1.0000,False,0.7
swap 6.9906 SOL to ARB on uniswap optimism with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
unlock 245.7441 LINK at yearn (ethereum) — asap,unstake_asset,unstake_asset,0.9090,False,0.7
withdraw 3910.6114 OP from yearn on avalanche — minimize gas,withdraw_asset,withdraw_asset,0.9530,False,0.7
provide 726.4484 OP on uniswap — asap,deposit_asset,deposit_asset,0.7296,False,0.7
claim rewards on maker (polygon),claim_rewards,claim_rewards,1.0000,False,0.7
redeem 48.2335 WETH from rocket pool (optimism),withdraw_asset,withdraw_asset,1.0000,False,0.7
repay 2076.9723 AAVE on compound (arbitrum),repay_asset,repay_asset,0.9744,False,0.7
unstake 0.675425 BTC from rocket pool on avalanche — immediately,unstake_asset,unstake_asset,1.0000,False,0.7
pull out 15104 USDC from aave,withdraw_asset,withdraw_asset,1.0000,False,0.7
market swap 3894.8504 OP->ETH using curve on avalanche,swap_asset,swap_asset,1.0000,False,0.7
harvest yield from curve on polygon,claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 0.27959 BTC on compound ethereum using OP as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
unlock 2926.7256 OP at lido (arbitrum) — today,unstake_asset,unstake_asset,0.9815,False,0.7
"undelegate 9956 USDC on balancer (base) — minimize gas, high yield mode",unstake_asset,unstake_asset,0.9815,False,0.7
add liquidity: deposit 3517.1261 AAVE to maker (base),deposit_asset,deposit_asset,0.9744,False,0.7
restake 3858.749 OP with balancer on solana — asap,stake_asset,stake_asset,1.0000,False,0.7
"withdraw staked 0.044475 WBTC from yearn polygon — this minute, ok with higher gas",unstake_asset,unstake_asset,1.0000,False,0.7
withdraw staked 4240 USDC from yearn solana,unstake_asset,unstake_asset,1.0000,False,0.7
convert 625.8438 AAVE into MATIC via balancer on base,swap_asset,,0.5543,True,0.7
unstow 1122.3614 AAVE from aave on solana,withdraw_asset,withdraw_asset,0.9885,False,0.7
"market swap 2.0875 SOL->DAI using uniswap on polygon — ok with higher gas, safe mode",swap_asset,swap_asset,1.0000,False,0.7
top up balancer with 3196.3608 OP on solana — today,deposit_asset,deposit_asset,0.7083,False,0.7
open debt: 361.3096 OP on compound arbitrum — normal mode,borrow_asset,borrow_asset,1.0000,False,0.7
claim rewards on balancer (polygon),claim_rewards,claim_rewards,1.0000,False,0.7
convert 17497 USDC into USDT via sushiswap on arbitrum — safe mode,swap_asset,swap_asset,0.9948,False,0.7
repay 1.940394 WBTC on aave (solana) — right away,repay_asset,repay_asset,0.9744,False,0.7
claim staking rewards on aave polygon — normal mode,claim_rewards,claim_rewards,1.0000,False,0.7
"stake 2.019515 BTC on curve (avalanche) — minimize gas, high yield mode",stake_asset,,0.5439,True,0.7
swap 2434.3514 ARB to BTC on uniswap base with slippage 0.1% — normal mode,swap_asset,swap_asset,1.0000,False,0.7
pay back 23561 USDT to maker on optimism — normal mode,repay_asset,repay_asset,1.0000,False,0.7
repay 10.2844 AVAX on maker (polygon) — asap,repay_asset,repay_asset,0.9744,False,0.7
redeem 1613 USDT from rocket pool (avalanche),withdraw_asset,withdraw_asset,1.0000,False,0.7
unlock 678.7794 OP at lido (base) — minimize gas,unstake_asset,unstake_asset,0.9778,False,0.7
swap 0.508229 BTC to OP on curve avalanche with slippage 1%,swap_asset,swap_asset,1.0000,False,0.7
undelegate 18.1325 MATIC on pendle (avalanche),unstake_asset,unstake_asset,0.9606,False,0.7
"collect incentives at stargate (ethereum) — ok with higher gas, safe mode",claim_rewards,claim_rewards,1.0000,False,0.7
unstow 1.6298 AVAX from curve on base — today,withdraw_asset,withdraw_asset,0.9813,False,0.7
delegate 15.494 AVAX to rocket pool (ethereum),stake_asset,stake_asset,1.0000,False,0.7
claim rewards on rocket pool (polygon) — use normal gas,claim_rewards,claim_rewards,1.0000,False,0.7
close debt: repay 8824 USDC at aave ethereum,repay_asset,repay_asset,0.9744,False,0.7
"supply 2.205487 WBTC to stargate — asap, use normal gas",deposit_asset,deposit_asset,1.0000,False,0.7
borrow 1.197275 BTC from maker on polygon,borrow_asset,borrow_asset,1.0000,False,0.7
fund uniswap with 45.6508 WETH (solana),deposit_asset,deposit_asset,1.0000,False,0.7
withdraw 2690.3887 OP from yearn on polygon,withdraw_asset,withdraw_asset,0.8342,False,0.7
pull out 21.3032 AVAX from yearn,withdraw_asset,withdraw_asset,0.9778,False,0.7
"withdraw staked 20147 USDT from curve optimism — now, minimize gas",unstake_asset,unstake_asset,1.0000,False,0.7
remove 27.5958 MATIC from lido,withdraw_asset,withdraw_asset,0.8833,False,0.7
borrow 41.6447 WETH from compound on ethereum using SOL as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
restake 18.1912 WETH with lido on avalanche,stake_asset,stake_asset,0.9885,False,0.7
remove 5656 USDT from yearn,withdraw_asset,withdraw_asset,0.9663,False,0.7
withdraw 4007.0895 AAVE from compound on polygon,withdraw_asset,withdraw_asset,1.0000,False,0.7
repay 18.6084 SOL on maker (base),repay_asset,repay_asset,1.0000,False,0.7
add liquidity: deposit 21784 USDT to balancer (avalanche),deposit_asset,deposit_asset,1.0000,False,0.7
withdraw staked 32.5947 SOL from pendle ethereum — ok with higher gas,unstake_asset,unstake_asset,0.9792,False,0.7
trade 1380 USDC for MATIC on sushiswap (arbitrum),swap_asset,swap_asset,1.0000,False,0.7
close debt: repay 324.4211 OP at aave base,repay_asset,repay_asset,0.9145,False,0.7
"reduce loan by 15.5453 MATIC on maker (solana) — this minute, normal mode",repay_asset,repay_asset,0.9744,False,0.7
collect incentives at balancer (ethereum),claim_rewards,claim_rewards,1.0000,False,0.7
unstow 7674 USDC from pendle on polygon,withdraw_asset,withdraw_asset,1.0000,False,0.7
deposit 10052 USDC into yearn on base — ok with higher gas,deposit_asset,deposit_asset,1.0000,False,0.7
open debt: 3925.3295 AAVE on maker base using DAI as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
fund yearn with 4514.2534 LINK (solana) — asap,deposit_asset,deposit_asset,1.0000,False,0.7
market swap 28.6743 WETH->ETH using balancer on polygon,swap_asset,swap_asset,1.0000,False,0.7
close debt: repay 14521 USDT at compound ethereum,repay_asset,repay_asset,0.9003,False,0.7
restake 377.7018 AAVE with balancer on ethereum — high yield mode,stake_asset,stake_asset,1.0000,False,0.7
redeem 18.7827 WETH from rocket pool (ethereum),withdraw_asset,withdraw_asset,0.9697,False,0.7
delegate 7836 DAI to lido (polygon) — today,stake_asset,stake_asset,0.9885,False,0.7
open debt: 9315 USDT on aave optimism — asap,borrow_asset,borrow_asset,1.0000,False,0.7
supply 8.3849 MATIC to maker — asap,deposit_asset,deposit_asset,1.0000,False,0.7
swap 32.3723 SOL to AVAX on uniswap arbitrum,swap_asset,swap_asset,1.0000,False,0.7
unstow 2161.431 AAVE from stargate on avalanche,withdraw_asset,withdraw_asset,0.9663,False,0.7
open debt: 4395 DAI on aave polygon,borrow_asset,borrow_asset,0.9783,False,0.7
borrow 0.551419 BTC from compound on solana using BTC as collateral — immediately,borrow_asset,borrow_asset,1.0000,False,0.7
undelegate 3375.2707 OP on lido (arbitrum) — safe mode,unstake_asset,unstake_asset,0.8219,False,0.7
"withdraw staked 2.33936 WBTC from curve solana — this minute, minimize gas",unstake_asset,unstake_asset,1.0000,False,0.7
remove 2.087516 WBTC from uniswap — safe mode,withdraw_asset,withdraw_asset,0.9833,False,0.7
convert 17.7943 SOL into USDC via curve on solana,swap_asset,swap_asset,0.9854,False,0.7
harvest yield from sushiswap on polygon — use normal gas,claim_rewards,claim_rewards,1.0000,False,0.7
market swap 3961.6553 LINK->SOL using balancer on optimism,swap_asset,swap_asset,1.0000,False,0.7
claim staking rewards on sushiswap avalanche — right away,claim_rewards,claim_rewards,1.0000,False,0.7
withdraw staked 8.4557 MATIC from balancer solana,unstake_asset,unstake_asset,1.0000,False,0.7
"close debt: repay 5697 USDC at maker arbitrum — immediately, minimize gas",repay_asset,repay_asset,0.9744,False,0.7
cash out 49.6155 SOL from yearn (base) — minimize gas,withdraw_asset,withdraw_asset,1.0000,False,0.7
take a loan of 48.4744 MATIC via compound (base) using WETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw 12015 DAI from maker on arbitrum,withdraw_asset,withdraw_asset,1.0000,False,0.7
provide 4458.2154 OP on curve,deposit_asset,deposit_asset,1.0000,False,0.7
repay 628.8114 OP on aave (base) — asap,repay_asset,repay_asset,1.0000,False,0.7
"unlock 1.136554 WBTC at rocket pool (avalanche) — asap, minimize gas",unstake_asset,unstake_asset,0.9524,False,0.7
unlock 9.9543 ETH at yearn (avalanche),unstake_asset,unstake_asset,1.0000,False,0.7
withdraw staked 16.9831 SOL from pendle base — now,unstake_asset,unstake_asset,0.9792,False,0.7
close debt: repay 31.6718 SOL at aave arbitrum,repay_asset,repay_asset,0.9744,False,0.7
supply 1.954032 BTC to compound,deposit_asset,deposit_asset,1.0000,False,0.7
withdraw staked 859.3039 ARB from yearn optimism,unstake_asset,unstake_asset,1.0000,False,0.7
open debt: 10.5543 SOL on maker ethereum using DAI as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
delegate 3397 USDC to curve (avalanche) — right away,stake_asset,stake_asset,1.0000,False,0.7
take a loan of 11862 USDC via aave (optimism) using DAI as collateral — minimize gas,borrow_asset,borrow_asset,1.0000,False,0.7
open debt: 37.1995 MATIC on compound arbitrum using AVAX as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
lock 1.512043 WBTC in curve on optimism,stake_asset,stake_asset,0.9697,False,0.7
take a loan of 0.769509 WBTC via aave (optimism) using BTC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"unstow 1.774214 BTC from compound on optimism — this minute, safe mode",withdraw_asset,withdraw_asset,0.9885,False,0.7
unstake 29.093 WETH from yearn on avalanche — right away,unstake_asset,unstake_asset,0.8095,False,0.7
repay 253.0872 ARB on maker (base),repay_asset,repay_asset,1.0000,False,0.7
trade 42.7094 ETH for LINK on balancer (polygon) — use fast gas,swap_asset,swap_asset,0.9854,False,0.7
take a loan of 46.3812 WETH via maker (optimism) using WBTC as collateral — use fast gas,borrow_asset,borrow_asset,1.0000,False,0.7
borrow 19.8409 ETH from maker on base using BTC as collateral — today,borrow_asset,borrow_asset,1.0000,False,0.7
pull out 10072 USDC from pendle,withdraw_asset,withdraw_asset,0.9885,False,0.7
open debt: 19849 USDT on compound arbitrum — asap,borrow_asset,borrow_asset,1.0000,False,0.7
cash out 990.3807 ARB from stargate (avalanche),withdraw_asset,withdraw_asset,1.0000,False,0.7
reduce loan by 31.243 MATIC on compound (solana),repay_asset,repay_asset,0.9744,False,0.7
collect incentives at rocket pool (arbitrum),claim_rewards,claim_rewards,1.0000,False,0.7
"trade 2279.4912 LINK for WETH on balancer (ethereum) — this minute, safe mode",swap_asset,,0.6667,True,0.7
claim rewards on aave (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
put 3302.1566 ARB into maker,deposit_asset,deposit_asset,1.0000,False,0.7
lock 460.5784 AAVE in lido on base — use fast gas,stake_asset,stake_asset,0.9885,False,0.7
unstake 4894.6507 LINK from pendle on polygon — normal mode,unstake_asset,unstake_asset,0.8773,False,0.7
trade 1.439948 WBTC for MATIC on curve (optimism) with slippage 0.1%,swap_asset,swap_asset,1.0000,False,0.7
remove 4636.2558 OP from yearn,withdraw_asset,,0.6282,True,0.7
claim staking rewards on rocket pool solana — use normal gas,claim_rewards,claim_rewards,1.0000,False,0.7
claim staking rewards on aave optimism,claim_rewards,claim_rewards,1.0000,False,0.7
claim rewards on balancer (arbitrum),claim_rewards,claim_rewards,1.0000,False,0.7
harvest yield from lido on arbitrum — minimize gas,claim_rewards,claim_rewards,1.0000,False,0.7
borrow 22615 USDC from aave on arbitrum — asap,borrow_asset,borrow_asset,1.0000,False,0.7
